,train_loss
0,1.1525702390447108
1,1.08700919742106
2,1.0287174692572587
3,0.9536204532423661
4,0.905692678715193
5,0.8582964494316578
6,0.8213026889057407
7,0.7596949301487043
8,0.7520882773684102
9,0.7168090998278458
10,0.7021828485254085
11,0.6687383073604778
12,0.6577777318834894
13,0.6157841928471333
14,0.6027683095977706
15,0.5680490700901759
16,0.5818598313718626
17,0.552974662950154
18,0.5354889854640712
19,0.5516130050410178
20,0.4934824913163605
21,0.4964230485324884
22,0.48365908210438313
23,0.4705972112448307
24,0.45746786139904555
25,0.4471767917497113
26,0.4425462016197823
27,0.4446714348043177
28,0.42663825463479954
29,0.40459644926994986
30,0.39105969649008143
31,0.39984681547928225
32,0.3850233787378682
33,0.3614047978923772
34,0.36321895424677464
35,0.3441517796063832
36,0.35126570043223226
37,0.3499269621695011
38,0.32716987125669295
39,0.332941897053741
40,0.31763713208372024
41,0.332809007435776
42,0.2999305002991783
43,0.32233175577996703
44,0.3015041454500767
45,0.29916998215379503
46,0.29303537260703627
47,0.2885879721178891
48,0.2824788723847148
49,0.28870956279158805
50,0.2830959455477762
51,0.2752651173685444
52,0.2703280436311317
53,0.26302950793753965
54,0.27127234462855276
55,0.2485308494575596
56,0.2388063294298344
57,0.246940901973607
58,0.2654408601407688
59,0.2356124458623296
60,0.239480853845939
61,0.23757292800232294
62,0.22836116790316663
63,0.22093006816898872
64,0.21808362855356703
65,0.20348950618810432
66,0.21463404439774914
67,0.21442922704324796
68,0.20772591895476716
69,0.1923769204947943
70,0.1913323978851364
71,0.19239736029560828
72,0.18638682127781214
73,0.1814147561383702
74,0.19154727346452863
75,0.18464291791115736
76,0.16793281365850643
77,0.17392050635428197
78,0.16693027046288506
79,0.17610907420306082
80,0.1643841653173978
81,0.17600207394593254
82,0.16021962494840436
83,0.16615236869159528
84,0.15663477909175758
85,0.17516438192805212
86,0.16246835734838894
87,0.14279579795476413
88,0.15254888279176132
89,0.14116205186976383
90,0.15476966290155708
91,0.1419763402317803
92,0.15315553699667184
93,0.1395762717443107
94,0.12994317730052518
95,0.1290907886646655
96,0.12059279850726194
97,0.12935650998749545
98,0.12234787198633094
99,0.12618751655095384
100,0.13159804372342698
101,0.12627205384485396
102,0.12415222520693672
103,0.10611921800282598
104,0.11492785743645884
105,0.10462230316125397
106,0.09875791342036046
107,0.09412418296734132
108,0.11588609923334144
109,0.1038698712623948
110,0.0982933873804121
111,0.0949020361306146
112,0.09451944862280011
113,0.10063415058632749
114,0.09280574485811785
115,0.09190790398255275
116,0.08843147564639144
117,0.08789226063599807
118,0.08371427168027012
119,0.07934776507495621
120,0.09287306302928991
121,0.08278862073569651
122,0.0881443380100341
123,0.07872158053880637
124,0.07874343288829924
125,0.08155956719793808
126,0.07912639118940705
127,0.07573614526577757
128,0.07860982533488303
129,0.07498459197283164
130,0.07794642156454226
131,0.0733000202665483
132,0.0712639626011859
133,0.06900392709949717
134,0.06814104875327093
135,0.06643417392580106
136,0.06782682534293749
137,0.061575488326034405
138,0.06266823903714433
139,0.06748875418077084
140,0.06796190092438358
141,0.06399279073247427
142,0.06727376936123937
143,0.0645304193147625
144,0.06099356164579857
145,0.061619249092266876
146,0.06326217669309961
147,0.06135059987800256
148,0.06021129874992325
149,0.0667224677181486
150,0.06264668868513293
151,0.05750538154448083
152,0.05815828289929805
153,0.05712681577796213
154,0.06906769858610119
155,0.06721526394505142
156,0.05304002647616885
157,0.060682690588281865
158,0.058332226287547015
159,0.05811395290986496
160,0.056362323336968514
161,0.05229861514981129
162,0.07275433902917415
163,0.05590313337094256
164,0.060040651035816
165,0.06615383988428111
166,0.05796416511476336
167,0.0549283173875439
168,0.06154696014376218
169,0.05570210051077142
170,0.0558138955639717
171,0.05293745266814609
172,0.05833573107469742
173,0.05475464736461991
174,0.05219595359998846
175,0.05186526129623037
176,0.05833370398150256
177,0.05720124194684663
178,0.04963832440837494
179,0.051484004527447155
180,0.051753322868723584
181,0.0495762778945919
182,0.048525093544082645
183,0.04840348017647776
184,0.047468310936306365
185,0.05011600912699301
186,0.04718977236215949
187,0.047265670653615185
188,0.04959739311277517
189,0.047899852260637255
190,0.0461333676878837
191,0.048122075957771605
192,0.04645682488471921
193,0.046742920327018725
194,0.04913811355806314
195,0.04648082692508883
196,0.04664363717734624
197,0.044156954933844625
198,0.0412306727387758
199,0.05952725797491685
200,0.054464506605679266
201,0.05439720999677851
202,0.05204115867072952
203,0.048412268009517645
204,0.045631454805405564
205,0.045474998570224905
206,0.0503218205250833
207,0.04882947181033182
208,0.04944921116419244
209,0.04373965627520596
210,0.04303014049163945
211,0.04294805563992154
212,0.04402047520957121
213,0.042712429092136614
214,0.04326818310453117
215,0.047270160315710186
216,0.04019065430775669
217,0.043950824064506164
218,0.05274447723735455
219,0.8757698603317192
220,0.3920300312772503
221,0.8789554927803965
222,0.5142082042636805
223,0.5731109362334784
224,0.576602023216961
225,0.5886790306981944
226,0.5594844762819963
227,0.5785847505672093
228,0.5621944854411319
229,0.5017526531453149
230,0.5473057970923201
231,0.5550906144850889
232,0.5260179626291204
233,0.4696463656830746
234,0.5379045481948923
235,0.5615172237864594
236,0.5122675154656455
237,0.5222488180306509
238,0.47783760475969694
239,0.4981224155355806
240,0.4311590147567672
241,0.24277550538249223
242,0.23648399801750802
243,0.27779541158429044
244,0.25885067438344683
245,0.38514506556675643
246,0.13538084094669622
247,0.28770786119338676
248,0.33272430167662204
249,0.2611808868074377
250,0.4780571152869149
251,0.4240501662609738
252,0.46829019726097143
253,0.4327937037338603
254,0.34658988123835377
255,0.37970526927108816
256,0.37953429020364615
257,0.42809997660546684
258,0.4294587369804766
259,0.3902568891699803
260,0.4245316561054577
261,0.44650793691264723
262,0.43709822976811774
263,0.34369825337606846
264,0.34342652189976935
265,0.32896099419214025
266,0.1750971366647746
267,0.46659204992789904
268,0.46881924195945784
269,0.521673971336117
270,0.5273760430669621
271,0.5499003865991935
272,0.5636241719159594
273,0.5506611569218386
274,0.5421247180726402
275,0.545332773229774
276,0.5301532316473074
277,0.5209571372547341
278,0.5108458584416964
279,0.49019225760611873
280,0.4745088153838646
281,0.4596828313949136
282,0.44728604386039816
283,0.43772511907842737
284,0.43168038546567244
285,0.42849029990952264
286,0.41027460016885575
287,0.4295563405235789
288,0.40179845191402047
289,0.22700073032141044
290,0.14496213435079772
291,0.21093506683001767
292,0.2846558279778863
293,0.27168088059321016
294,0.22970177537583342
295,0.23116417636351677
296,0.2364152639221473
297,0.2049284720969036
298,0.21212317306309633
299,0.14311249450275002
300,0.11251626085039337
301,0.2048879131036876
302,0.15358998652050612
303,0.1693052180980319
304,0.1498954269608599
305,0.1336142676594534
306,0.1431592216042798
307,0.15079774504660118
308,0.12063633741552923
309,0.11256523520227298
310,0.1491955390159121
311,0.13155297868566007
312,0.08275239854945797
313,0.13685177829407
314,0.1402151199639443
315,0.14127987499936528
316,0.11018918890268503
317,0.11546612141843818
318,0.13332208300645432
319,0.14741598428491576
320,0.1011078244150381
321,0.11174644525905751
322,0.13358971504043793
323,0.1399514473272349
324,0.09787236700598084
325,0.1130472676353393
326,0.13407562564328968
327,0.1184411744332784
328,0.08884433638702888
329,0.11463853355613467
330,0.13466422417146048
331,0.12792701939428566
332,0.09240914914533163
