,train_loss
0,1.0918841002983952
1,0.787273882343386
2,0.8500652062401539
3,0.3102615010775808
4,0.6854640140196713
5,0.6154757691441921
6,0.5259282425678803
7,0.49876089952429015
8,0.5205908627695105
9,0.5250625196033967
10,0.49680799336057224
11,0.4813457187386455
12,0.4612163092195469
13,0.47114936319873046
14,0.4704038714052562
15,0.45680881708626603
16,0.4383483420739325
17,0.44304590249224296
18,0.45366697857865146
19,0.4417163933450568
20,0.4426709937191331
21,0.4474188338187795
22,0.43449356852773585
23,0.4289568187849175
24,0.4371277921757455
25,0.43433468111263934
26,0.4257453266143123
27,0.4253462903790667
28,0.4326889797472846
29,0.42665885156525374
30,0.41148800575529265
31,0.4123816435858379
32,0.4123195421197995
33,0.41008453789352023
34,0.4071396849321204
35,0.40163382890458293
36,0.3612736235980697
37,0.17642702787825804
38,0.19997943882334812
39,0.23337318104255397
40,0.2403622294213917
41,0.21048679311524315
42,0.20923140582091765
43,0.1893522558648287
44,0.16798983444283203
45,0.10322282876347343
46,0.11964988297119081
47,0.11311169500481982
48,0.11293587412636953
49,0.1415664121382465
50,0.11784663511138016
51,0.10716888134738435
52,0.10732375494705611
53,0.1189588076287722
54,0.08591042216911013
55,0.10193486835870316
56,0.10528915356300803
57,0.11334447840008313
58,0.09069009629158822
59,0.08743191919299534
60,0.09549980293250893
61,0.09223597652372267
62,0.0777951169795757
63,0.08855116565856186
64,0.08519245550919238
65,0.0849749890255239
66,0.09832812707857333
67,0.09047013930184292
68,0.07349255713257902
69,0.07800591433105958
70,0.07564797884318998
71,0.07049093759122321
72,0.07544015724968044
73,0.07454400727862985
74,0.07787933124793511
75,0.06903002777472483
76,0.07116885647261864
77,0.07335004305724009
78,0.06581387032531792
79,0.06850846885865208
80,0.07359734193855812
81,0.06529528819748248
82,0.06434540020530374
83,0.06696581970150962
84,0.06581644833609353
85,0.06924339541640703
86,0.0656753679864373
87,0.0644194947013613
88,0.060507108559313294
89,0.07507389606941933
90,0.07865049542464775
91,0.0747262829617701
92,0.05990725145897339
93,0.06897385456263128
94,0.07767302128795836
95,0.07907549987345605
96,0.07311732663908901
97,0.05507493585283711
98,0.0628595089599262
99,0.06004637577063461
100,0.05376556239281602
101,0.05917223075087473
102,0.05872350048627402
103,0.05861265580186581
104,0.051104207850965526
105,0.055355381071505366
106,0.05514007462795431
107,0.050510710877095806
108,0.04933430707486121
109,0.049707052884511355
110,0.0469338612193905
111,0.052055263628659476
112,0.05396355109800133
113,0.05569512204797976
114,0.04888246855891157
115,0.053017323019253854
116,0.05205734087075334
117,0.04999873191442185
118,0.05002176865045975
119,0.047430009891519284
120,0.062252261571547216
121,0.04308103540670829
122,0.04445943010050299
123,0.05294367555576809
124,0.0458492676388156
125,0.0454431520634318
126,0.04186246596584432
127,0.04625992993245377
128,0.04075965381990413
129,0.03718075673024716
130,0.042063012266213305
131,0.0441294152042163
132,0.045044010899229645
133,0.0445463342886805
134,0.04077117337461261
135,0.047649314449140334
136,0.041978256240002725
137,0.03864339274376495
138,0.038051313125627206
139,0.042443166706680385
140,0.04009816136032207
141,0.04898643957086678
142,0.03621390602476102
143,0.043612589877391375
144,0.04964112604801388
145,0.03719096081730139
146,0.040155257371383916
147,0.0379817495093169
148,0.032273137894333705
149,0.03873490309183064
150,0.033222331845085246
151,0.033678897286104015
152,0.03204160061020445
153,0.04330165576563304
154,0.023972216423171627
155,0.030493547146588494
156,0.03579662134118375
157,0.035039244611013695
158,0.024353725114987155
159,0.029447677908366658
160,0.03134368327477012
161,0.03175358171589519
162,0.033458586161997095
163,0.037173556477144154
164,0.037531140215561476
165,0.032725422678702376
166,0.024322768577830164
167,0.03302372961282799
168,0.03153966697275376
169,0.046338789586137887
170,0.04681112568027014
171,0.04128158857169266
172,0.02494151987555318
173,0.05030443163261291
174,0.05731230891671194
175,0.05220985231061225
176,0.04159905509064731
177,0.03062888292705743
178,0.03218192484603503
179,0.0381376190058197
180,0.03381002151563935
181,0.03803612707801155
182,0.04998912363455867
183,0.029976338759282236
184,0.034728414016469755
185,0.04407092085331644
186,0.03983268824268542
187,0.032409819159543066
188,0.038017015298916226
189,0.034523598985021504
190,0.0275666093746064
191,0.03221800522626508
192,0.03096555647483175
193,0.0205524137726825
194,0.026620757793846393
195,0.02584679024493298
196,0.025540551099642532
197,0.030449907715548025
198,0.025217732474933897
199,0.04159579459634988
200,0.02637803617809106
201,0.025155010898989378
202,0.029192165147782122
203,0.03007159504148276
204,0.03061293218518392
205,0.028339548421723995
206,0.03724111741869547
207,0.04110537734718747
208,0.038826899401197566
209,0.0417391871033652
210,0.032028045217418005
211,0.029440233195207076
212,0.026551924677999716
213,0.033648275660591254
214,0.03270017080969864
215,0.04036552924602277
216,0.035781423228704756
217,0.029766668160011132
218,0.02273943897338251
219,0.022780525408104206
220,0.03177797669541031
221,0.036636098810050546
222,0.026828024391284143
223,0.017538164551697377
224,0.025083813424364512
225,0.01847598617518554
226,0.02672555561916525
227,0.024885336871555946
228,0.020528992942502274
229,0.020046906651133244
230,0.01602919905789908
231,0.0161238464466205
232,0.02561758902066536
233,0.03125001435102366
234,0.03223156349974674
235,0.019221631918674504
236,0.03053047989572358
237,0.03735287854684646
238,0.035341745248364295
239,0.02570028294302335
240,0.015489324482524132
241,0.01660817418770319
242,0.02218383722510937
243,0.012786502387583502
244,0.022777328278685643
245,0.019411532352365483
246,0.015056468201204081
247,0.017171747845968807
248,0.019336740490127853
249,0.015476020119604545
250,0.017210294931235576
251,0.03683289820085622
252,0.03745704500057358
253,0.03084325541759658
254,0.02472563431889329
255,0.023526556476666467
256,0.019062718581407973
257,0.024250717194926736
258,0.02291125034125198
259,0.02544096353574115
260,0.03131486251011962
261,0.0353858885793442
262,0.01870785816175308
263,0.019833471957110257
264,0.03538157468768033
265,0.02666401943274153
266,0.01894572535911663
267,0.01991968710612385
268,0.0207234562723524
269,0.02682929247270604
270,0.013451290909986188
271,0.021903092795054133
272,0.01566547682894658
273,0.022337458553411974
274,0.021157612398420213
275,0.02432861899590321
276,0.02948682416700246
277,0.02625715841418058
278,0.022763251342669225
279,0.02224031036862205
280,0.02277086009841839
281,0.02187786885058844
282,0.016960165400705593
283,0.016551332269506266
284,0.017363892736983532
285,0.025753467939331625
286,0.014093937255740048
287,0.01796675030813577
288,0.015933658703458038
289,0.011644908639108865
290,0.02760974387142696
291,0.01965359814951767
292,0.02045940407442555
293,0.016982408534832558
294,0.027855718954249226
295,0.01816603249695784
296,0.01970389172389593
297,0.021417963327244844
298,0.013080582068956105
299,0.019903407956748047
300,0.01804102464607618
301,0.01941391570875705
302,0.01972337047090992
303,0.022884435099705606
304,0.028422305654586113
305,0.0230511049693368
306,0.013951967756434189
307,0.01297699220027158
308,0.02227193422076637
309,0.019788629573195063
310,0.014351976496549332
311,0.020165862235292938
312,0.01886453198631955
313,0.014094520736085404
314,0.011847563011163376
315,0.01870191673766263
316,0.032367593864535645
317,0.03115688748866072
318,0.013535257790423368
319,0.0170400124980137
320,0.01868989245508331
321,0.020848260245432033
322,0.017202361297094546
323,0.01743207867655852
324,0.025751749949715224
325,0.02980039033003861
326,0.01987623439625474
327,0.01663699292850556
328,0.030576725570021335
329,0.033007503759621845
330,0.020827191819212415
331,0.021306051673972037
332,0.027454429145355515
333,0.026108005497239524
334,0.028435503834045243
335,0.029183713735276857
336,0.02956603168436182
337,0.02463752508142008
338,0.01974484679835739
339,0.027916845973888663
340,0.023972964324360344
341,0.023964101012134906
342,0.022973480115698046
343,0.014606317867190143
344,0.018638836049887794
345,0.01673804374816186
346,0.01729311123411436
347,0.02046923120118498
348,0.023867289455140633
349,0.015199998574481066
350,0.01870704934403337
351,0.017922231391830516
352,0.02812056662926909
353,0.036118604375330064
354,0.017921654518120826
355,0.019025923578039526
356,0.025659521646557586
357,0.017756958172303983
358,0.01663766170268495
359,0.012840219337035764
360,0.026814796961023603
361,0.025410632833311544
362,0.015817085688653212
363,0.015054051676444184
364,0.017080345248276178
365,0.017968838512939057
366,0.014216507025316957
367,0.011450985644832531
368,0.015686530738646794
369,0.020097877853564948
370,0.015382412669459344
371,0.017272158871696777
372,0.015113705532717429
373,0.012815987052142559
374,0.02458046738886905
375,0.02211433318971532
376,0.013406093066464534
377,0.02387903702347399
378,0.021208674401459626
379,0.01256856983625161
380,0.023456635044253465
381,0.015173060661926991
382,0.01277157499353532
383,0.014224103426671826
384,0.010578971496189185
385,0.012904351706379345
386,0.010504537855200068
387,0.013868085434850111
388,0.03623540731738828
389,0.028188298562337708
390,0.03202786387986445
391,0.020291491760659346
392,0.0193266679709996
393,0.012446471585235663
394,0.02705035631285122
395,0.035302079479966206
396,0.02994629648651266
397,0.025861992435284274
398,0.018428811912830995
399,0.028535570690285735
400,0.040613008439319156
401,0.03529056701185909
402,0.02869536267698119
403,0.028886458656737155
404,0.01982429571729779
405,0.029665816955886867
406,0.03845005598614693
407,0.03931793851273565
408,0.031404118820380134
409,0.02591714315188804
410,0.02110027518802985
411,0.013553041696664294
412,0.029447789210916547
413,0.03484342739096093
414,0.014070520588096148
415,0.013925239620463034
416,0.014059431548912248
417,0.017713410911469427
418,0.014205210649600872
419,0.011576405415803685
420,0.014788194887859414
421,0.020213970578417013
422,0.010090962516652107
423,0.014483303865208439
424,0.017386608280786843
425,0.02329627937298808
426,0.028171687988269054
427,0.010883139193863356
428,0.015302835837281488
429,0.011019229090456719
430,0.016091299813402536
431,0.0115591173174322
432,0.025574925552129025
433,0.015163121700796535
434,0.015873928408046287
435,0.011365130141433352
