,train_loss
0,0.9531952554657712
1,1.0272563360105784
2,0.9867149794291326
3,0.8665154902278699
4,0.7293905126876945
5,0.5663557001989366
6,0.45750258959394874
7,0.3569610566700381
8,0.46075337654851656
9,0.47491040391927825
10,0.4626922506300505
11,0.45374522288273433
12,0.42060591508217315
13,0.4020808708662236
14,0.25852529368130694
15,0.22843926936302233
16,0.29813357477084235
17,0.2027811056900512
18,0.24620330469506746
19,0.24852170976288557
20,0.3382713936441915
21,0.21411955209896494
22,0.1745973365673239
23,0.2162640247395979
24,0.17892077277946467
25,0.24609393766681514
26,0.2680488128508942
27,0.26604907878554823
28,0.23174908109192016
29,0.1506046757124991
30,0.25801908234798443
31,0.11997017048799039
32,0.1900617999584702
33,0.2302976829920393
34,0.24534965222631383
35,0.24340328109432927
36,0.21684990567109422
37,0.16236624848270956
38,0.09327737979316322
39,0.30151708143304873
40,0.2674160907643546
41,0.11351137871654138
42,0.17281997603137686
43,0.19532847038154735
44,0.1929149976888776
45,0.19006166000406693
46,0.12894582319694686
47,0.08885712501802948
48,0.17763486144888788
49,0.09931777918044207
50,0.13896491673301256
51,0.13784552041968165
52,0.14293257540915302
53,0.11275859525660421
54,0.14126432903504416
55,0.133482379292471
56,0.12063316093264023
57,0.16728409630083316
58,0.18546913421870115
59,0.17342486141327368
60,0.15501591736695203
61,0.09564838132208037
62,0.08572450698639864
63,0.23063255064876725
64,0.08437899579382732
65,0.10475924073133916
66,0.12906967028163535
67,0.11890501880288441
68,0.09309434399451406
69,0.07314062580350775
70,0.12005755668256793
71,0.07353623247137207
72,0.08128494711816546
73,0.08108687764120853
74,0.10561900506039576
75,0.08493516526475597
76,0.0867664976791246
77,0.0829015576135825
78,0.09299308247011165
79,0.08444694368310679
80,0.08619184095735913
81,0.11158110065947577
82,0.08494147289721656
83,0.10766086319031343
84,0.1288001168695857
85,0.08548494260265335
86,0.08134773057337091
87,0.09373279554121762
88,0.12926563048718398
89,0.08489262185657098
90,0.11823713619437509
91,0.1332264770725046
