lat, lon, elevation, xIndex, yIndex
67.90241599850255, 74.80453727173739, -1.0, 14, 7
67.90241118252264, 74.81168052510651, -1.0, 15, 7
67.9024060558355, 74.81882377542544, 14.0, 16, 7
67.90240061844135, 74.82596702250355, 16.0, 17, 7
67.9023948703404, 74.83311026615021, 15.0, 18, 7
67.90514055101838, 74.70453233631989, -4.0, 0, 8
67.90514008489245, 74.7116764376389, -4.0, 1, 8
67.90513930801595, 74.7188205385765, -4.0, 2, 8
67.90513822038886, 74.72596463894195, -3.0, 3, 8
67.90513682201126, 74.73310873854456, -3.0, 4, 8
67.9051351128832, 74.74025283719362, -3.0, 5, 8
67.90513309300476, 74.7473969346984, -2.0, 6, 8
67.90513076237603, 74.75454103086821, -2.0, 7, 8
67.90512812099709, 74.76168512551233, -2.0, 8, 8
67.90512516886805, 74.76882921844005, -1.0, 9, 8
67.90512190598905, 74.77597330946065, -1.0, 10, 8
67.90511833236022, 74.78311739838345, -1.0, 11, 8
67.90511444798172, 74.79026148501771, -1.0, 12, 8
67.9051102528537, 74.79740556917274, -1.0, 13, 8
67.90510574697635, 74.8045496506578, -1.0, 14, 8
67.90510093034985, 74.81169372928223, 4.0, 15, 8
67.90509580297439, 74.81883780485529, 16.0, 16, 8
67.90509036485021, 74.82598187718628, 20.0, 17, 8
67.90508461597753, 74.8331259460845, 19.0, 18, 8
67.90783030327543, 74.70453316179044, -4.0, 0, 9
67.90782983708692, 74.71167808857992, -4.0, 1, 9
67.9078290601061, 74.71882301498782, -4.0, 2, 9
67.90782797233297, 74.72596794082338, -4.0, 3, 9
67.90782657376761, 74.7331128658958, -3.0, 4, 9
67.90782486441006, 74.7402577900143, -3.0, 5, 9
67.90782284426041, 74.74740271298809, -2.0, 6, 9
67.90782051331873, 74.75454763462638, -2.0, 7, 9
67.90781787158511, 74.7616925547384, -2.0, 8, 9
67.90781491905969, 74.76883747313336, -1.0, 9, 9
67.90781165574256, 74.77598238962047, -1.0, 10, 9
67.9078080816339, 74.78312730400896, -1.0, 11, 9
67.90780419673382, 74.79027221610804, -1.0, 12, 9
67.9078000010425, 74.79741712572692, -1.0, 13, 9
67.90779549456013, 74.80456203267484, -1.0, 14, 9
67.90779067728688, 74.81170693676098, -1.0, 15, 9
67.90778554922295, 74.81885183779461, 20.0, 16, 9
67.90778011036858, 74.82599673558491, 25.0, 17, 9
67.90777436072398, 74.83314162994112, 24.0, 18, 9
67.91052005464365, 74.70453398746749, -4.0, 0, 10
67.91051958839255, 74.71167973993396, -4.0, 1, 10
67.91051881130736, 74.71882549201871, -4.0, 2, 10
67.91051772338817, 74.72597124353088, -4.0, 3, 10
67.91051632463501, 74.73311699427963, -3.0, 4, 10
67.91051461504792, 74.74026274407407, -3.0, 5, 10
67.91051259462698, 74.74740849272338, -3.0, 6, 10
67.91051026337227, 74.75455424003667, -2.0, 7, 10
67.91050762128393, 74.7616999858231, -2.0, 8, 10
67.91050466836201, 74.76884572989181, -2.0, 9, 10
67.91050140460666, 74.77599147205194, -1.0, 10, 10
67.91049783001804, 74.78313721211265, -1.0, 11, 10
67.91049394459628, 74.79028294988305, -1.0, 12, 10
67.91048974834155, 74.79742868517232, -1.0, 13, 10
67.91048524125401, 74.80457441778958, -1.0, 14, 10
67.91048042333385, 74.81172014754398, -1.0, 15, 10
67.91047529458132, 74.81886587424466, 24.0, 16, 10
67.91046985499656, 74.8260115977008, 30.0, 17, 10
67.91046410457987, 74.83315731772151, 30.0, 18, 10
67.91320980512312, 74.70453481335113, -5.0, 0, 11
67.91320933880938, 74.71168139170118, -4.0, 1, 11
67.91320856161985, 74.71882796966936, -4.0, 2, 11
67.91320747355455, 74.72597454706474, -4.0, 3, 11
67.91320607461353, 74.73312112369639, -3.0, 4, 11
67.91320436479684, 74.74026769937339, -3.0, 5, 11
67.91320234410456, 74.7474142739048, -3.0, 6, 11
67.91320001253678, 74.75456084709968, -2.0, 7, 11
67.91319737009358, 74.76170741876713, -2.0, 8, 11
67.9131944167751, 74.76885398871617, -2.0, 9, 11
67.91319115258145, 74.77600055675592, -1.0, 10, 11
67.91318757751276, 74.78314712269542, -1.0, 11, 11
67.91318369156917, 74.79029368634374, -1.0, 12, 11
67.91317949475088, 74.79744024750997, -1.0, 13, 11
67.91317498705804, 74.80458680600317, -1.0, 14, 11
67.91317016849085, 74.8117333616324, -1.0, 15, 11
67.91316503904952, 74.81887991420676, 26.0, 16, 11
67.91315959873424, 74.8260264635353, 33.0, 17, 11
67.91315384754527, 74.83317300942709, 33.0, 18, 11
67.91589955471392, 74.70453563944145, -5.0, 0, 12
67.91589908833755, 74.71168304388173, -5.0, 1, 12
67.91589831104363, 74.71883044794001, -4.0, 2, 12
67.91589722283219, 74.72597785142527, -4.0, 3, 12
67.91589582370327, 74.7331252541465, -4.0, 4, 12
67.91589411365693, 74.74027265591272, -3.0, 5, 12
67.91589209269326, 74.74742005653289, -3.0, 6, 12
67.9158897608123, 74.75456745581604, -3.0, 7, 12
67.9158871180142, 74.76171485357115, -2.0, 8, 12
67.91588416429904, 74.76886224960721, -2.0, 9, 12
67.91588089966696, 74.77600964373322, -1.0, 10, 12
67.9158773241181, 74.78315703575818, -1.0, 11, 12
67.91587343765259, 74.7903044254911, -1.0, 12, 12
67.91586924027061, 74.79745181274095, -1.0, 13, 12
67.91586473197233, 74.80459919731675, -1.0, 14, 12
67.91585991275795, 74.81174657902747, -1.0, 15, 12
67.91585478262766, 74.81889395768215, 26.0, 16, 12
67.91584934158169, 74.82604133308976, 35.0, 17, 12
67.91584358962027, 74.8331887050593, 35.0, 18, 12
67.91858930341614, 74.70453646573851, -5.0, 0, 13
67.91858883697712, 74.71168469647577, -5.0, 1, 13
67.9185880595788, 74.71883292683088, -4.0, 2, 13
67.91858697122117, 74.72598115661276, -4.0, 3, 13
67.91858557190432, 74.73312938563032, -4.0, 4, 13
67.91858386162828, 74.74027761369248, -3.0, 5, 13
67.91858184039313, 74.74742584060817, -3.0, 6, 13
67.91857950819895, 74.75457406618632, -3.0, 7, 13
67.91857686504585, 74.76172229023584, -2.0, 8, 13
67.91857391093393, 74.76887051256564, -2.0, 9, 13
67.91857064586333, 74.77601873298468, -2.0, 10, 13
67.91856706983418, 74.78316695130185, -1.0, 11, 13
67.91856318284661, 74.79031516732607, -1.0, 12, 13
67.91855898490081, 74.79746338086629, -1.0, 13, 13
67.91855447599696, 74.80461159173143, -1.0, 14, 13
67.91854965613524, 74.8117597997304, -1.0, 15, 13
67.91854452531584, 74.81890800467212, 24.0, 16, 13
67.918539083539, 74.82605620636554, 35.0, 17, 13
67.91853333080493, 74.83320440461956, 36.0, 18, 13
67.92127905122986, 74.70453729224238, -5.0, 0, 14
67.92127858472819, 74.71168634948346, -5.0, 1, 14
67.92127780722542, 74.71883540634222, -5.0, 2, 14
67.9212767187216, 74.72598446262752, -4.0, 3, 14
67.92127531921675, 74.73313351814822, -4.0, 4, 14
67.92127360871095, 74.74028257271316, -4.0, 5, 14
67.92127158720427, 74.74743162613117, -3.0, 6, 14
67.9212692546968, 74.75458067821114, -3.0, 7, 14
67.92126661118861, 74.76172972876188, -2.0, 8, 14
67.92126365667984, 74.76887877759225, -2.0, 9, 14
67.92126039117062, 74.77602782451112, -2.0, 10, 14
67.92125681466106, 74.7831768693273, -1.0, 11, 14
67.92125292715133, 74.79032591184966, -1.0, 12, 14
67.92124872864159, 74.79747495188707, -1.0, 13, 14
67.921244219132, 74.80462398924836, -1.0, 14, 14
67.92123939862279, 74.81177302374236, -1.0, 15, 14
67.92123426711413, 74.81892205517796, 23.0, 16, 14
67.92122882460625, 74.826071083364, 35.0, 17, 14
67.92122307109938, 74.83322010810932, 37.0, 18, 14
67.92396879815517, 74.70453811895315, -5.0, 0, 15
67.92396833159083, 74.7116880029049, -5.0, 1, 15
67.9239675539836, 74.71883788647422, -5.0, 2, 15
67.92396646533354, 74.72598776946985, -4.0, 3, 15
67.92396506564066, 74.73313765170059, -4.0, 4, 15
67.92396335490506, 74.74028753297519, -4.0, 5, 15
67.92396133312678, 74.74743741310243, -3.0, 6, 15
67.92395900030593, 74.7545872918911, -3.0, 7, 15
67.92395635644259, 74.76173716914995, -3.0, 8, 15
67.92395340153688, 74.76888704468779, -2.0, 9, 15
67.92395013558892, 74.77603691831337, -2.0, 10, 15
67.92394655859886, 74.78318678983545, -1.0, 11, 15
67.92394267056682, 74.79033665906285, -1.0, 12, 15
67.923938471493, 74.79748652580432, -1.0, 13, 15
67.92393396137757, 74.80463638986865, -1.0, 14, 15
67.92392914022071, 74.81178625106459, -1.0, 15, 15
67.92392400802262, 74.81893610920095, 22.0, 16, 15
67.92391856478353, 74.82608596408649, 35.0, 17, 15
67.92391281050367, 74.83323581552999, 36.0, 18, 15
67.92665854419218, 74.70453894587088, -5.0, 0, 16
67.92665807756514, 74.7116896567403, -5.0, 1, 16
67.92665729985342, 74.71884036722713, -5.0, 2, 16
67.92665621105708, 74.72599107714007, -4.0, 3, 16
67.92665481117614, 74.73314178628779, -4.0, 4, 16
67.92665310021067, 74.74029249447902, -4.0, 5, 16
67.92665107816073, 74.74744320152246, -3.0, 6, 16
67.92664874502643, 74.75459390722679, -3.0, 7, 16
67.92664610080786, 74.76174461140073, -3.0, 8, 16
67.9266431455051, 74.768895313853, -2.0, 9, 16
67.92663987911833, 74.77604601439225, -2.0, 10, 16
67.92663630164763, 74.78319671282722, -1.0, 11, 16
67.92663241309319, 74.79034740896661, -1.0, 12, 16
67.92662821345516, 74.79749810261912, -1.0, 13, 16
67.92662370273374, 74.80464879359343, -1.0, 14, 16
67.92661888092908, 74.81179948169829, -1.0, 15, 16
67.9266137480414, 74.81895016674235, 21.0, 16, 16
67.92660830407094, 74.82610084853437, 35.0, 17, 16
67.9266025490179, 74.83325152688302, 36.0, 18, 16
67.92934828934094, 74.70453977299566, -5.0, 0, 17
67.9293478226512, 74.71169131098979, -5.0, 1, 17
67.92934704483497, 74.71884284860117, -5.0, 2, 17
67.92934595589232, 74.72599438563844, -5.0, 3, 17
67.92934455582326, 74.73314592191021, -4.0, 4, 17
67.92934284462788, 74.74029745722511, -4.0, 5, 17
67.92934082230623, 74.74744899139178, -4.0, 6, 17
67.9293384888584, 74.75460052421883, -3.0, 7, 17
67.9293358442845, 74.7617520555149, -3.0, 8, 17
67.92933288858463, 74.76890358508862, -3.0, 9, 17
67.92932962175891, 74.77605511274861, -2.0, 10, 17
67.92932604380749, 74.7832066383035, -2.0, 11, 17
67.92932215473051, 74.79035816156191, -1.0, 12, 17
67.92931795452816, 74.79750968233249, -1.0, 13, 17
67.92931344320058, 74.80466120042387, -1.0, 14, 17
67.92930862074797, 74.81181271564465, -1.0, 15, 17
67.92930348717057, 74.81896422780348, 17.0, 16, 17
67.92929804246855, 74.826115736709, 33.0, 17, 17
67.92929228664215, 74.83326724216982, 36.0, 18, 17
67.93203803360154, 74.70454060032756, -5.0, 0, 18
67.93203756684909, 74.71169296565351, -5.0, 1, 18
67.93203678892834, 74.71884533059658, -5.0, 2, 18
67.93203569983933, 74.7259976949653, -5.0, 3, 18
67.93203429958213, 74.73315005856823, -4.0, 4, 18
67.93203258815677, 74.74030242121393, -4.0, 5, 18
67.93203056556334, 74.74745478271093, -4.0, 6, 18
67.93202823180192, 74.75460714286783, -3.0, 7, 18
67.93202558687261, 74.76175950149315, -3.0, 8, 18
67.93202263077552, 74.76891185839544, -3.0, 9, 18
67.93201936351078, 74.77606421338326, -2.0, 10, 18
67.9320157850785, 74.7832165662652, -2.0, 11, 18
67.93201189547887, 74.79036891684976, -1.0, 12, 18
67.93200769471204, 74.79752126494553, -1.0, 13, 18
67.93200318277819, 74.80467361036105, -1.0, 14, 18
67.9319983596775, 74.81182595290488, -1.0, 15, 18
67.93199322541018, 74.8189782923856, 14.0, 16, 18
67.93198777997645, 74.82613062861174, 31.0, 17, 18
67.93198202337653, 74.83328296139184, 36.0, 18, 18
67.93472777697409, 74.70454142786666, -5.0, 0, 19
67.9347273101589, 74.71169462073163, -5.0, 1, 19
67.9347265321336, 74.71884781321356, -5.0, 2, 19
67.93472544289821, 74.72600100512093, -5.0, 3, 19
67.93472404245281, 74.73315419626222, -4.0, 4, 19
67.93472233079743, 74.74030738644589, -4.0, 5, 19
67.93472030793215, 74.74746057548046, -4.0, 6, 19
67.93471797385708, 74.75461376317438, -3.0, 7, 19
67.93471532857227, 74.76176694933612, -3.0, 8, 19
67.93471237207787, 74.7689201337742, -3.0, 9, 19
67.93470910437398, 74.77607331629706, -2.0, 10, 19
67.93470552546077, 74.78322649671321, -2.0, 11, 19
67.93470163533836, 74.79037967483112, -1.0, 12, 19
67.93469743400692, 74.79753285045926, -1.0, 13, 19
67.93469292146665, 74.80468602340613, -1.0, 14, 19
67.93468809771771, 74.81183919348022, -1.0, 15, 19
67.93468296276033, 74.81899236048999, 11.0, 16, 19
67.93467751659472, 74.82614552424394, 29.0, 17, 19
67.93467175922109, 74.83329868455054, 35.0, 18, 19
67.93741751945868, 74.70454225561302, -5.0, 0, 20
67.93741705258074, 74.71169627622427, -5.0, 1, 20
67.93741627445085, 74.71885029645235, -5.0, 2, 20
67.93741518506906, 74.72600431610564, -5.0, 3, 20
67.9374137844354, 74.73315833499255, -5.0, 4, 20
67.93741207254996, 74.74031235292149, -4.0, 5, 20
67.93741004941276, 74.74746636970086, -4.0, 6, 20
67.93740771502394, 74.75462038513908, -4.0, 7, 20
67.93740506938357, 74.76177439904454, -3.0, 8, 20
67.93740211249175, 74.76892841122564, -3.0, 9, 20
67.93739884434865, 74.77608242149083, -2.0, 10, 20
67.93739526495436, 74.78323642964845, -2.0, 11, 20
67.93739137430906, 74.79039043550698, -1.0, 12, 20
67.9373871724129, 74.79754443887477, -1.0, 13, 20
67.93738265926606, 74.80469843956025, -1.0, 14, 20
67.93737783486873, 74.81185243737185, -1.0, 15, 20
67.93737269922113, 74.81900643211794, 10.0, 16, 20
67.93736725232345, 74.82616042360696, 26.0, 17, 20
67.93736149417595, 74.83331441164731, 32.0, 18, 20
67.94010726105537, 74.70454308356673, -5.0, 0, 21
67.94010679411466, 74.71169793213163, -5.0, 1, 21
67.94010601588018, 74.71885278031318, -5.0, 2, 21
67.94010492635194, 74.72600762791974, -5.0, 3, 21
67.94010352553, 74.73316247475962, -5.0, 4, 21
67.94010181341442, 74.74031732064115, -4.0, 5, 21
67.94009979000526, 74.74747216537268, -4.0, 6, 21
67.94009745530262, 74.75462700876254, -4.0, 7, 21
67.9400948093066, 74.76178185061906, -3.0, 8, 21
67.9400918520173, 74.76893669075055, -3.0, 9, 21
67.94008858343484, 74.77609152896537, -2.0, 10, 21
67.94008500355937, 74.78324636507185, -2.0, 11, 21
67.94008111239106, 74.79040119887831, -2.0, 12, 21
67.94007690993003, 74.7975560301931, -2.0, 13, 21
67.94007239617649, 74.80471085882455, -2.0, 14, 21
67.94006757113063, 74.811865684581, -2.0, 15, 21
67.94006243479262, 74.81902050727075, -2.0, 16, 21
67.94005698716273, 74.82617532670218, 22.0, 17, 21
67.94005122824116, 74.83333014268362, 29.0, 18, 21
67.94279700176426, 74.70454391172785, -5.0, 0, 22
67.94279653476079, 74.71169958845381, -5.0, 1, 22
67.94279575642167, 74.71885526479628, -5.0, 2, 22
67.94279466674695, 74.72601094056351, -5.0, 3, 22
67.94279326573668, 74.73316661556379, -5.0, 4, 22
67.94279155339092, 74.74032228960534, -4.0, 5, 22
67.94278952970973, 74.74747796249646, -4.0, 6, 22
67.94278719469321, 74.75463363404538, -4.0, 7, 22
67.94278454834145, 74.76178930406036, -3.0, 8, 22
67.94278159065455, 74.76894497234966, -3.0, 9, 22
67.94277832163266, 74.77610063872156, -2.0, 10, 22
67.94277474127591, 74.78325630298428, -2.0, 11, 22
67.94277084958443, 74.79041196494612, -2.0, 12, 22
67.94276664655843, 74.79756762441531, -2.0, 13, 22
67.94276213219806, 74.80472328120014, -2.0, 14, 22
67.9427573065035, 74.81187893510884, -2.0, 15, 22
67.94275216947494, 74.8190345859497, -2.0, 16, 22
67.94274672111266, 74.82619023353095, 19.0, 17, 22
67.94274096141685, 74.83334587766089, 27.0, 18, 22
67.94548674158546, 74.70454474009648, -5.0, 0, 23
67.94548627451917, 74.711701245191, -5.0, 1, 23
67.9454854960754, 74.71885774990186, -5.0, 2, 23
67.94548440625418, 74.72601425403728, -5.0, 3, 23
67.94548300505554, 74.73317075740545, -5.0, 4, 23
67.94548129247953, 74.74032725981452, -4.0, 5, 23
67.94547926852626, 74.74748376107271, -4.0, 6, 23
67.94547693319576, 74.75464026098818, -4.0, 7, 23
67.94547428648818, 74.76179675936913, -3.0, 8, 23
67.94547132840361, 74.76895325602374, -3.0, 9, 23
67.94546805894218, 74.77610975076018, -2.0, 10, 23
67.94546447810403, 74.78326624338668, -2.0, 11, 23
67.94546058588931, 74.79042273371137, -2.0, 12, 23
67.94545638229818, 74.79757922154246, -2.0, 13, 23
67.9454518673308, 74.80473570668816, -2.0, 14, 23
67.9454470409874, 74.81189218895662, -2.0, 15, 23
67.94544190326816, 74.81904866815606, -2.0, 16, 23
67.9454364541733, 74.82620514409463, 18.0, 17, 23
67.94543069370307, 74.83336161658056, 28.0, 18, 23
67.948176480519, 74.70454556867269, -5.0, 0, 24
67.94817601338991, 74.71170290234332, -5.0, 1, 24
67.94817523484147, 74.71886023563016, -5.0, 2, 24
67.9481741448737, 74.72601756834135, -5.0, 3, 24
67.94817274348664, 74.73317490028496, -5.0, 4, 24
67.94817103068034, 74.74033223126914, -4.0, 5, 24
67.9481690064549, 74.74748956110197, -4.0, 6, 24
67.9481666708104, 74.75464688959157, -3.0, 7, 24
67.9481640237469, 74.76180421654605, -3.0, 8, 24
67.94816106526457, 74.76896154177354, -3.0, 9, 24
67.9481577953635, 74.77611886508213, -2.0, 10, 24
67.94815421404383, 74.78327618627992, -2.0, 11, 24
67.94815032130572, 74.79043350517506, -2.0, 12, 24
67.94814611714934, 74.79759082157562, -2.0, 13, 24
67.94814160157483, 74.80474813528976, -2.0, 14, 24
67.94813677458245, 74.81190544612555, -2.0, 15, 24
67.94813163617235, 74.81906275389112, -2.0, 16, 24
67.94812618634475, 74.82622005839458, 19.0, 17, 24
67.9481204250999, 74.83337735944407, 31.0, 18, 24
67.95086621856501, 74.70454639745653, -5.0, 0, 25
67.9508657513731, 74.71170455991094, -5.0, 1, 25
67.95086497271996, 74.71886272198141, -5.0, 2, 25
67.9508638826056, 74.726020883476, -5.0, 3, 25
67.95086248103007, 74.73317904420273, -5.0, 4, 25
67.95086076799345, 74.74033720396963, -4.0, 5, 25
67.95085874349577, 74.74749536258476, -4.0, 6, 25
67.95085640753716, 74.75465351985615, -3.0, 7, 25
67.9508537601177, 74.76181167559182, -3.0, 8, 25
67.9508508012375, 74.76896982959981, -3.0, 9, 25
67.95084753089667, 74.77612798168818, -2.0, 10, 25
67.95084394909539, 74.78328613166495, -2.0, 11, 25
67.95084005583377, 74.79044427933816, -2.0, 12, 25
67.950835851112, 74.79760242451584, -2.0, 13, 25
67.95083133493024, 74.80476056700606, -2.0, 14, 25
67.95082650728871, 74.81191870661682, -2.0, 15, 25
67.95082136818758, 74.81907684315618, -2.0, 16, 25
67.95081591762708, 74.82623497643218, 21.0, 17, 25
67.95081015560746, 74.83339310625286, 31.0, 18, 25
67.95355595572356, 74.7045472264481, -5.0, 0, 26
67.95355548846882, 74.711706217894, -5.0, 1, 26
67.95355470971094, 74.71886520895583, -5.0, 2, 26
67.95355361944996, 74.72602419944155, -5.0, 3, 26
