  0.466932E+00  0.495101E+00  0.505844E+00  0.505505E+00  0.491684E+00  0.482776E+00  0.457434E+00  0.451904E+00  0.424133E+00  0.389930E+00  0.377892E+00  0.317343E+00  0.265994E+00  0.243326E+00  0.225768E+00 -0.900000E+01 -0.900000E+01 -0.900000E+01
  0.528233E+00  0.557006E+00  0.566469E+00  0.565256E+00  0.549930E+00  0.541462E+00  0.514163E+00  0.509852E+00  0.482067E+00  0.446792E+00  0.439907E+00  0.378062E+00  0.329149E+00  0.314474E+00  0.302205E+00 -0.900000E+01 -0.900000E+01 -0.900000E+01
  0.524736E+00  0.554578E+00  0.564256E+00  0.563388E+00  0.547811E+00  0.540243E+00  0.514614E+00  0.507550E+00  0.481300E+00  0.446146E+00  0.439540E+00  0.378444E+00  0.330170E+00  0.316637E+00  0.304085E+00 -0.900000E+01 -0.900000E+01 -0.900000E+01
  0.520845E+00  0.551571E+00  0.562243E+00  0.561618E+00  0.546279E+00  0.544206E+00  0.531028E+00  0.507300E+00  0.482113E+00  0.446496E+00  0.439547E+00  0.379695E+00  0.332424E+00  0.319702E+00  0.306510E+00 -0.900000E+01 -0.900000E+01 -0.900000E+01
  0.516893E+00  0.548130E+00  0.560316E+00  0.560030E+00  0.547145E+00  0.541301E+00  0.529212E+00  0.506266E+00  0.485937E+00  0.450715E+00  0.439722E+00  0.383084E+00  0.338614E+00  0.328198E+00  0.320417E+00  0.308149E+00 -0.900000E+01 -0.900000E+01
  0.512236E+00  0.542924E+00  0.557954E+00  0.561004E+00  0.556571E+00  0.538953E+00  0.527908E+00  0.504966E+00  0.502092E+00  0.470755E+00  0.442148E+00  0.398315E+00  0.366942E+00  0.358802E+00  0.351283E+00  0.339218E+00 -0.900000E+01 -0.900000E+01
  0.505147E+00  0.536132E+00  0.554370E+00  0.558355E+00  0.553883E+00  0.536726E+00  0.526064E+00  0.503308E+00  0.499552E+00  0.469680E+00  0.441845E+00  0.438899E+00  0.434291E+00  0.428616E+00  0.420772E+00  0.407309E+00 -0.900000E+01 -0.900000E+01
  0.495626E+00  0.527480E+00  0.551026E+00  0.554771E+00  0.550883E+00  0.534358E+00  0.524297E+00  0.501171E+00  0.496228E+00  0.467573E+00  0.440359E+00  0.437162E+00  0.432766E+00  0.427141E+00  0.419270E+00  0.406031E+00 -0.900000E+01 -0.900000E+01
  0.482529E+00  0.517347E+00  0.544925E+00  0.549850E+00  0.546686E+00  0.531278E+00  0.524141E+00  0.502728E+00  0.492840E+00  0.465025E+00  0.438426E+00  0.434377E+00  0.428783E+00  0.421504E+00  0.411017E+00  0.392237E+00 -0.900000E+01 -0.900000E+01
  0.469692E+00  0.503375E+00  0.536703E+00  0.543039E+00  0.541577E+00  0.527136E+00  0.524624E+00  0.509699E+00  0.489467E+00  0.462188E+00  0.435794E+00  0.429389E+00  0.421464E+00  0.411522E+00  0.398517E+00  0.351484E+00 -0.900000E+01 -0.900000E+01
  0.457234E+00  0.487983E+00  0.522098E+00  0.533339E+00  0.533490E+00  0.520003E+00  0.516154E+00  0.502457E+00  0.484036E+00  0.457617E+00  0.431218E+00  0.419426E+00  0.407188E+00  0.395196E+00  0.379845E+00  0.167651E+00 -0.900000E+01 -0.900000E+01
  0.445429E+00  0.474617E+00  0.505564E+00  0.519374E+00  0.521987E+00  0.509623E+00  0.505364E+00  0.492974E+00  0.476812E+00  0.451043E+00  0.423525E+00  0.395025E+00  0.372312E+00  0.359167E+00  0.339904E+00  0.582083E-02 -0.900000E+01 -0.900000E+01
  0.433694E+00  0.463197E+00  0.490306E+00  0.503294E+00  0.504868E+00  0.497175E+00  0.491016E+00  0.478386E+00  0.466911E+00  0.441437E+00  0.413465E+00  0.358212E+00  0.314104E+00  0.298702E+00  0.255288E+00 -0.900000E+01 -0.900000E+01 -0.900000E+01
  0.421775E+00  0.454199E+00  0.476835E+00  0.488213E+00  0.485738E+00  0.484244E+00  0.474748E+00  0.459423E+00  0.454415E+00  0.428518E+00  0.400531E+00  0.348192E+00  0.306346E+00  0.290391E+00  0.194298E+00 -0.900000E+01 -0.900000E+01 -0.900000E+01
